filename,class_#
rhangloosepointcloud_169.png,1
nnhangloosepointcloud_005.png,1
rhangloosepointcloud_011.png,1
nnhangloosepointcloud_059.png,1
nnhangloosepointcloud_179.png,1
nnhangloosepointcloud_134.png,1
nnhangloosepointcloud_161.png,1
rhangloosepointcloud_032.png,1
rhangloosepointcloud_233.png,1
rhangloosepointcloud_268.png,1
rhangloosepointcloud_021.png,1
rhangloosepointcloud_122.png,1
nnhangloosepointcloud_144.png,1
nnhangloosepointcloud_137.png,1
nnhangloosepointcloud_105.png,1
nrhangloose_082.png,1
nrhangloose_136.png,1
nnhangloosepointcloud_148.png,1
nnhangloosepointcloud_126.png,1
nnhangloosepointcloud_016.png,1
nnhangloosepointcloud_193.png,1
rhangloosepointcloud_018.png,1
nnhangloosepointcloud_162.png,1
nnhangloosepointcloud_010.png,1
rhangloosepointcloud_132.png,1
rhangloosepointcloud_215.png,1
rhangloosepointcloud_158.png,1
nnhangloosepointcloud_025.png,1
rhangloosepointcloud_213.png,1
rhangloosepointcloud_221.png,1
nnhangloosepointcloud_185.png,1
nrhangloose_018.png,1
nnhangloosepointcloud_136.png,1
nrhangloose_092.png,1
nrhangloose_103.png,1
nnhangloosepointcloud_043.png,1
rhangloosepointcloud_008.png,1
rhangloosepointcloud_058.png,1
nrhangloose_063.png,1
rhangloosepointcloud_052.png,1
rhangloosepointcloud_280.png,1
nrhangloose_110.png,1
nnhangloosepointcloud_042.png,1
nnhangloosepointcloud_207.png,1
nnhangloosepointcloud_031.png,1
rhangloosepointcloud_222.png,1
nnhangloosepointcloud_183.png,1
nnhangloosepointcloud_194.png,1
nnhangloosepointcloud_120.png,1
rhangloosepointcloud_214.png,1
nrhangloose_059.png,1
nrhangloose_081.png,1
nnhangloosepointcloud_033.png,1
rhangloosepointcloud_019.png,1
nnhangloosepointcloud_039.png,1
rhangloosepointcloud_015.png,1
rhangloosepointcloud_258.png,1
nrhangloose_128.png,1
nnhangloosepointcloud_177.png,1
nnhangloosepointcloud_147.png,1
rhangloosepointcloud_278.png,1
rhangloosepointcloud_264.png,1
nnhangloosepointcloud_125.png,1
rhangloosepointcloud_163.png,1
nnhangloosepointcloud_220.png,1
nnhangloosepointcloud_214.png,1
nrhangloose_108.png,1
nnhangloosepointcloud_019.png,1
rhangloosepointcloud_219.png,1
rhangloosepointcloud_118.png,1
rhangloosepointcloud_171.png,1
nrhangloose_101.png,1
nrhangloose_074.png,1
rhangloosepointcloud_006.png,1
nnhangloosepointcloud_211.png,1
nnhangloosepointcloud_063.png,1
rhangloosepointcloud_046.png,1
nnhangloosepointcloud_086.png,1
nnhangloosepointcloud_000.png,1
nnhangloosepointcloud_007.png,1
rhangloosepointcloud_168.png,1
nrhangloose_106.png,1
nrhangloose_032.png,1
nrhangloose_094.png,1
nnhangloosepointcloud_186.png,1
nnhangloosepointcloud_104.png,1
nnhangloosepointcloud_088.png,1
nnhangloosepointcloud_081.png,1
nnhangloosepointcloud_065.png,1
rhangloosepointcloud_252.png,1
nrhangloose_067.png,1
nnhangloosepointcloud_174.png,1
rhangloosepointcloud_053.png,1
nnhangloosepointcloud_165.png,1
nnhangloosepointcloud_034.png,1
nnhangloosepointcloud_067.png,1
nnhangloosepointcloud_003.png,1
nrhangloose_113.png,1
nnhangloosepointcloud_013.png,1
nrhangloose_030.png,1
nnhangloosepointcloud_130.png,1
nnhangloosepointcloud_131.png,1
rhangloosepointcloud_099.png,1
nnhangloosepointcloud_084.png,1
rhangloosepointcloud_216.png,1
nnhangloosepointcloud_173.png,1
nnhangloosepointcloud_026.png,1
nnhangloosepointcloud_055.png,1
rhangloosepointcloud_211.png,1
nnhangloosepointcloud_149.png,1
rhangloosepointcloud_120.png,1
nrhangloose_126.png,1
nrhangloose_072.png,1
rhangloosepointcloud_140.png,1
nrhangloose_088.png,1
rhangloosepointcloud_270.png,1
rhangloosepointcloud_274.png,1
rhangloosepointcloud_001.png,1
nnhangloosepointcloud_152.png,1
rhangloosepointcloud_061.png,1
nnhangloosepointcloud_143.png,1
nrhangloose_039.png,1
nnhangloosepointcloud_076.png,1
rhangloosepointcloud_205.png,1
rhangloosepointcloud_004.png,1
rhangloosepointcloud_137.png,1
nnhangloosepointcloud_070.png,1
nnhangloosepointcloud_113.png,1
nnhangloosepointcloud_127.png,1
nrhangloose_058.png,1
rhangloosepointcloud_174.png,1
rhangloosepointcloud_059.png,1
rhangloosepointcloud_249.png,1
nnhangloosepointcloud_132.png,1
rhangloosepointcloud_245.png,1
rhangloosepointcloud_275.png,1
nnhangloosepointcloud_083.png,1
nnhangloosepointcloud_219.png,1
nrhangloose_107.png,1
nnhangloosepointcloud_049.png,1
nnhangloosepointcloud_108.png,1
nnhangloosepointcloud_103.png,1
rhangloosepointcloud_103.png,1
rhangloosepointcloud_241.png,1
rhangloosepointcloud_261.png,1
nrhangloose_083.png,1
rhangloosepointcloud_038.png,1
rhangloosepointcloud_248.png,1
rhangloosepointcloud_035.png,1
nnhangloosepointcloud_209.png,1
rhangloosepointcloud_054.png,1
nrhangloose_007.png,1
rhangloosepointcloud_106.png,1
nnhangloosepointcloud_087.png,1
nrhangloose_031.png,1
rhangloosepointcloud_110.png,1
rhangloosepointcloud_217.png,1
rhangloosepointcloud_207.png,1
nrhangloose_004.png,1
rhangloosepointcloud_100.png,1
rhangloosepointcloud_131.png,1
rhangloosepointcloud_234.png,1
nrhangloose_019.png,1
nnhangloosepointcloud_212.png,1
rhangloosepointcloud_223.png,1
nnhangloosepointcloud_157.png,1
rhangloosepointcloud_020.png,1
rhangloosepointcloud_138.png,1
nnhangloosepointcloud_089.png,1
nnhangloosepointcloud_036.png,1
nnhangloosepointcloud_066.png,1
rhangloosepointcloud_220.png,1
nrhangloose_036.png,1
nrhangloose_002.png,1
nnhangloosepointcloud_215.png,1
nrhangloose_073.png,1
nnhangloosepointcloud_044.png,1
nnhangloosepointcloud_206.png,1
nnhangloosepointcloud_041.png,1
nnhangloosepointcloud_192.png,1
rhangloosepointcloud_272.png,1
rhangloosepointcloud_136.png,1
nrhangloose_119.png,1
rhangloosepointcloud_042.png,1
nnhangloosepointcloud_198.png,1
nnhangloosepointcloud_167.png,1
rhangloosepointcloud_130.png,1
nnhangloosepointcloud_145.png,1
rhangloosepointcloud_208.png,1
rhangloosepointcloud_251.png,1
rhangloosepointcloud_212.png,1
nrhangloose_123.png,1
nrhangloose_057.png,1
nnhangloosepointcloud_128.png,1
rhangloosepointcloud_266.png,1
nnhangloosepointcloud_221.png,1
nnhangloosepointcloud_090.png,1
nnhangloosepointcloud_199.png,1
nnhangloosepointcloud_139.png,1
nnhangloosepointcloud_061.png,1
nnhangloosepointcloud_018.png,1
rhangloosepointcloud_016.png,1
rhangloosepointcloud_210.png,1
nnhangloosepointcloud_048.png,1
rhangloosepointcloud_156.png,1
nnhangloosepointcloud_201.png,1
nrhangloose_037.png,1
rhangloosepointcloud_030.png,1
rhangloosepointcloud_202.png,1
nnhangloosepointcloud_176.png,1
rhangloosepointcloud_129.png,1
nrhangloose_013.png,1
nnhangloosepointcloud_068.png,1
nrhangloose_027.png,1
rhangloosepointcloud_246.png,1
nrhangloose_124.png,1
nrhangloose_087.png,1
nrhangloose_109.png,1
rhangloosepointcloud_247.png,1
rhangloosepointcloud_231.png,1
nnhangloosepointcloud_210.png,1
nnhangloosepointcloud_015.png,1
nrhangloose_132.png,1
nrhangloose_071.png,1
nnhangloosepointcloud_213.png,1
rhangloosepointcloud_204.png,1
rhangloosepointcloud_033.png,1
nnhangloosepointcloud_022.png,1
rhangloosepointcloud_225.png,1
nrhangloose_022.png,1
rhangloosepointcloud_003.png,1
nnhangloosepointcloud_217.png,1
rhangloosepointcloud_257.png,1
nnhangloosepointcloud_047.png,1
nnhangloosepointcloud_146.png,1
nnhangloosepointcloud_002.png,1
nnhangloosepointcloud_027.png,1
rhangloosepointcloud_009.png,1
rhangloosepointcloud_041.png,1
rhangloosepointcloud_051.png,1
nnhangloosepointcloud_058.png,1
rhangloosepointcloud_125.png,1
nnhangloosepointcloud_072.png,1
nnhangloosepointcloud_056.png,1
nrhangloose_125.png,1
nnmiddlefingerpointcloud_064.png,2
nnmiddlefingerpointcloud_137.png,2
rmiddlefingerpointcloud_003.png,2
rmiddlefingerpointcloud_075.png,2
rmiddlefingerpointcloud_154.png,2
rmiddlefingerpointcloud_187.png,2
rmiddlefingerpointcloud_001.png,2
nrmiddlefinger_031.png,2
rmiddlefingerpointcloud_238.png,2
nnmiddlefingerpointcloud_052.png,2
nrmiddlefinger_022.png,2
nrmiddlefinger_073.png,2
nnmiddlefingerpointcloud_154.png,2
rmiddlefingerpointcloud_077.png,2
nrmiddlefinger_080.png,2
nnmiddlefingerpointcloud_051.png,2
rmiddlefingerpointcloud_036.png,2
rmiddlefingerpointcloud_152.png,2
nnmiddlefingerpointcloud_122.png,2
rmiddlefingerpointcloud_312.png,2
nrmiddlefinger_059.png,2
nnmiddlefingerpointcloud_018.png,2
rmiddlefingerpointcloud_230.png,2
rmiddlefingerpointcloud_253.png,2
nnmiddlefingerpointcloud_001.png,2
nrmiddlefinger_005.png,2
rmiddlefingerpointcloud_019.png,2
nnmiddlefingerpointcloud_077.png,2
nnmiddlefingerpointcloud_037.png,2
rmiddlefingerpointcloud_220.png,2
rmiddlefingerpointcloud_044.png,2
rmiddlefingerpointcloud_242.png,2
rmiddlefingerpointcloud_022.png,2
rmiddlefingerpointcloud_024.png,2
rmiddlefingerpointcloud_317.png,2
nnmiddlefingerpointcloud_036.png,2
nrmiddlefinger_002.png,2
nnmiddlefingerpointcloud_123.png,2
rmiddlefingerpointcloud_056.png,2
nrmiddlefinger_071.png,2
nnmiddlefingerpointcloud_132.png,2
nrmiddlefinger_086.png,2
rmiddlefingerpointcloud_038.png,2
rmiddlefingerpointcloud_071.png,2
nnmiddlefingerpointcloud_029.png,2
nrmiddlefinger_074.png,2
rmiddlefingerpointcloud_158.png,2
rmiddlefingerpointcloud_232.png,2
rmiddlefingerpointcloud_026.png,2
rmiddlefingerpointcloud_023.png,2
nnmiddlefingerpointcloud_069.png,2
nnmiddlefingerpointcloud_084.png,2
rmiddlefingerpointcloud_267.png,2
rmiddlefingerpointcloud_193.png,2
nnmiddlefingerpointcloud_099.png,2
nrmiddlefinger_019.png,2
rmiddlefingerpointcloud_069.png,2
nnmiddlefingerpointcloud_119.png,2
rmiddlefingerpointcloud_234.png,2
nrmiddlefinger_103.png,2
rmiddlefingerpointcloud_247.png,2
rmiddlefingerpointcloud_013.png,2
nrmiddlefinger_097.png,2
rmiddlefingerpointcloud_268.png,2
rmiddlefingerpointcloud_196.png,2
rmiddlefingerpointcloud_215.png,2
nnmiddlefingerpointcloud_155.png,2
rmiddlefingerpointcloud_103.png,2
nrmiddlefinger_040.png,2
rmiddlefingerpointcloud_083.png,2
rmiddlefingerpointcloud_318.png,2
rmiddlefingerpointcloud_043.png,2
nnmiddlefingerpointcloud_106.png,2
rmiddlefingerpointcloud_261.png,2
nnmiddlefingerpointcloud_142.png,2
nnmiddlefingerpointcloud_108.png,2
nrmiddlefinger_062.png,2
nrmiddlefinger_105.png,2
rmiddlefingerpointcloud_017.png,2
rmiddlefingerpointcloud_046.png,2
nrmiddlefinger_063.png,2
rmiddlefingerpointcloud_049.png,2
nnmiddlefingerpointcloud_033.png,2
rmiddlefingerpointcloud_060.png,2
nnmiddlefingerpointcloud_007.png,2
nnmiddlefingerpointcloud_149.png,2
nrmiddlefinger_003.png,2
nnmiddlefingerpointcloud_113.png,2
rmiddlefingerpointcloud_330.png,2
rmiddlefingerpointcloud_214.png,2
nrmiddlefinger_032.png,2
rmiddlefingerpointcloud_018.png,2
nnmiddlefingerpointcloud_075.png,2
nnmiddlefingerpointcloud_080.png,2
rmiddlefingerpointcloud_078.png,2
rmiddlefingerpointcloud_087.png,2
nnmiddlefingerpointcloud_050.png,2
nnmiddlefingerpointcloud_091.png,2
nrmiddlefinger_029.png,2
nnmiddlefingerpointcloud_046.png,2
rmiddlefingerpointcloud_125.png,2
rmiddlefingerpointcloud_171.png,2
rmiddlefingerpointcloud_265.png,2
nnmiddlefingerpointcloud_087.png,2
rmiddlefingerpointcloud_282.png,2
nnmiddlefingerpointcloud_049.png,2
nnmiddlefingerpointcloud_035.png,2
rmiddlefingerpointcloud_239.png,2
nrmiddlefinger_109.png,2
nnmiddlefingerpointcloud_054.png,2
nrmiddlefinger_038.png,2
nnmiddlefingerpointcloud_031.png,2
nnmiddlefingerpointcloud_088.png,2
rmiddlefingerpointcloud_211.png,2
nnmiddlefingerpointcloud_109.png,2
rmiddlefingerpointcloud_295.png,2
rmiddlefingerpointcloud_240.png,2
rmiddlefingerpointcloud_081.png,2
rmiddlefingerpointcloud_326.png,2
rmiddlefingerpointcloud_248.png,2
rmiddlefingerpointcloud_178.png,2
rmiddlefingerpointcloud_110.png,2
rmiddlefingerpointcloud_063.png,2
nnmiddlefingerpointcloud_111.png,2
nrmiddlefinger_024.png,2
nnmiddlefingerpointcloud_004.png,2
nrmiddlefinger_037.png,2
rmiddlefingerpointcloud_290.png,2
nrmiddlefinger_046.png,2
rmiddlefingerpointcloud_319.png,2
nrmiddlefinger_067.png,2
rmiddlefingerpointcloud_130.png,2
rmiddlefingerpointcloud_216.png,2
nnmiddlefingerpointcloud_116.png,2
rmiddlefingerpointcloud_174.png,2
rmiddlefingerpointcloud_051.png,2
nrmiddlefinger_081.png,2
nnmiddlefingerpointcloud_103.png,2
nnmiddlefingerpointcloud_141.png,2
nnmiddlefingerpointcloud_112.png,2
nnmiddlefingerpointcloud_134.png,2
nrmiddlefinger_041.png,2
nnmiddlefingerpointcloud_010.png,2
nrmiddlefinger_106.png,2
rmiddlefingerpointcloud_084.png,2
rmiddlefingerpointcloud_175.png,2
rmiddlefingerpointcloud_286.png,2
nrmiddlefinger_039.png,2
rmiddlefingerpointcloud_245.png,2
rmiddlefingerpointcloud_327.png,2
nrmiddlefinger_092.png,2
nnmiddlefingerpointcloud_105.png,2
rmiddlefingerpointcloud_092.png,2
nrmiddlefinger_068.png,2
rmiddlefingerpointcloud_310.png,2
nnmiddlefingerpointcloud_043.png,2
nnmiddlefingerpointcloud_002.png,2
rmiddlefingerpointcloud_172.png,2
nnmiddlefingerpointcloud_118.png,2
nrmiddlefinger_066.png,2
rmiddlefingerpointcloud_168.png,2
nrmiddlefinger_099.png,2
nrmiddlefinger_112.png,2
nrmiddlefinger_035.png,2
nnmiddlefingerpointcloud_147.png,2
nrmiddlefinger_036.png,2
nnmiddlefingerpointcloud_157.png,2
nnmiddlefingerpointcloud_083.png,2
rmiddlefingerpointcloud_161.png,2
nnmiddlefingerpointcloud_095.png,2
nnmiddlefingerpointcloud_042.png,2
nnmiddlefingerpointcloud_071.png,2
rmiddlefingerpointcloud_293.png,2
rmiddlefingerpointcloud_162.png,2
nnmiddlefingerpointcloud_097.png,2
nrmiddlefinger_008.png,2
rmiddlefingerpointcloud_153.png,2
rmiddlefingerpointcloud_165.png,2
rmiddlefingerpointcloud_225.png,2
rmiddlefingerpointcloud_292.png,2
rmiddlefingerpointcloud_177.png,2
rmiddlefingerpointcloud_054.png,2
nnmiddlefingerpointcloud_047.png,2
rmiddlefingerpointcloud_097.png,2
rmiddlefingerpointcloud_128.png,2
nnmiddlefingerpointcloud_015.png,2
rmiddlefingerpointcloud_255.png,2
nrmiddlefinger_028.png,2
nnmiddlefingerpointcloud_009.png,2
nnmiddlefingerpointcloud_011.png,2
nnmiddlefingerpointcloud_038.png,2
rmiddlefingerpointcloud_028.png,2
rmiddlefingerpointcloud_100.png,2
nnmiddlefingerpointcloud_146.png,2
nnmiddlefingerpointcloud_026.png,2
rmiddlefingerpointcloud_167.png,2
rmiddlefingerpointcloud_163.png,2
nrmiddlefinger_020.png,2
nnmiddlefingerpointcloud_003.png,2
rmiddlefingerpointcloud_089.png,2
rmiddlefingerpointcloud_133.png,2
rmiddlefingerpointcloud_284.png,2
nrmiddlefinger_017.png,2
rmiddlefingerpointcloud_124.png,2
rmiddlefingerpointcloud_131.png,2
nnmiddlefingerpointcloud_068.png,2
nnmiddlefingerpointcloud_024.png,2
rmiddlefingerpointcloud_252.png,2
rmiddlefingerpointcloud_166.png,2
rmiddlefingerpointcloud_262.png,2
nrmiddlefinger_077.png,2
nnmiddlefingerpointcloud_126.png,2
rmiddlefingerpointcloud_147.png,2
nnmiddlefingerpointcloud_000.png,2
rmiddlefingerpointcloud_321.png,2
rmiddlefingerpointcloud_105.png,2
nnmiddlefingerpointcloud_125.png,2
rmiddlefingerpointcloud_055.png,2
nrmiddlefinger_087.png,2
rmiddlefingerpointcloud_000.png,2
rmiddlefingerpointcloud_195.png,2
nnmiddlefingerpointcloud_159.png,2
nnmiddlefingerpointcloud_143.png,2
rmiddlefingerpointcloud_313.png,2
nnmiddlefingerpointcloud_072.png,2
rmiddlefingerpointcloud_053.png,2
rmiddlefingerpointcloud_150.png,2
rmiddlefingerpointcloud_032.png,2
nnmiddlefingerpointcloud_121.png,2
rmiddlefingerpointcloud_256.png,2
rmiddlefingerpointcloud_098.png,2
rmiddlefingerpointcloud_021.png,2
nrmiddlefinger_051.png,2
nrmiddlefinger_056.png,2
nrmiddlefinger_111.png,2
rmiddlefingerpointcloud_184.png,2
nrmiddlefinger_057.png,2
nrmiddlefinger_016.png,2
rmiddlefingerpointcloud_249.png,2
rmiddlefingerpointcloud_079.png,2
rmiddlefingerpointcloud_134.png,2
nrmiddlefinger_098.png,2
rmiddlefingerpointcloud_074.png,2
rmiddlefingerpointcloud_047.png,2
rmiddlefingerpointcloud_106.png,2
rmiddlefingerpointcloud_061.png,2
rmiddlefingerpointcloud_212.png,2
nrmiddlefinger_090.png,2
rmiddlefingerpointcloud_109.png,2
nrmiddlefinger_055.png,2
rmiddlefingerpointcloud_096.png,2
nnmiddlefingerpointcloud_145.png,2
rmiddlefingerpointcloud_034.png,2
rmiddlefingerpointcloud_287.png,2
rmiddlefingerpointcloud_273.png,2
rmiddlefingerpointcloud_123.png,2
nnmiddlefingerpointcloud_124.png,2
rmiddlefingerpointcloud_122.png,2
rmiddlefingerpointcloud_244.png,2
rmiddlefingerpointcloud_250.png,2
nrmiddlefinger_030.png,2
rmiddlefingerpointcloud_307.png,2
rmiddlefingerpointcloud_129.png,2
nnmiddlefingerpointcloud_014.png,2
rmiddlefingerpointcloud_107.png,2
nnmiddlefingerpointcloud_117.png,2
nnmiddlefingerpointcloud_055.png,2
rmiddlefingerpointcloud_303.png,2
rmiddlefingerpointcloud_114.png,2
nnmiddlefingerpointcloud_065.png,2
nnmiddlefingerpointcloud_081.png,2
nnmiddlefingerpointcloud_067.png,2
rmiddlefingerpointcloud_246.png,2
rmiddlefingerpointcloud_088.png,2
nnmiddlefingerpointcloud_056.png,2
rmiddlefingerpointcloud_111.png,2
rmiddlefingerpointcloud_296.png,2
nnmiddlefingerpointcloud_130.png,2
nnmiddlefingerpointcloud_078.png,2
rmiddlefingerpointcloud_068.png,2
nnmiddlefingerpointcloud_053.png,2
nrmiddlefinger_058.png,2
nnmiddlefingerpointcloud_027.png,2
rmiddlefingerpointcloud_072.png,2
rmiddlefingerpointcloud_048.png,2
nnmiddlefingerpointcloud_135.png,2
nnmiddlefingerpointcloud_131.png,2
nnmiddlefingerpointcloud_041.png,2
nrmiddlefinger_091.png,2
nnmiddlefingerpointcloud_073.png,2
rmiddlefingerpointcloud_264.png,2
nnmiddlefingerpointcloud_107.png,2
rmiddlefingerpointcloud_082.png,2
nrmiddlefinger_049.png,2
rmiddlefingerpointcloud_059.png,2
nnmiddlefingerpointcloud_098.png,2
nnmiddlefingerpointcloud_019.png,2
nrmiddlefinger_085.png,2
nrmiddlefinger_018.png,2
nnmiddlefingerpointcloud_062.png,2
rmiddlefingerpointcloud_169.png,2
nrmiddlefinger_095.png,2
rmiddlefingerpointcloud_039.png,2
rmiddlefingerpointcloud_126.png,2
rmiddlefingerpointcloud_118.png,2
rmiddlefingerpointcloud_137.png,2
rmiddlefingerpointcloud_181.png,2
rmiddlefingerpointcloud_289.png,2
nnmiddlefingerpointcloud_034.png,2
rmiddlefingerpointcloud_062.png,2
rmiddlefingerpointcloud_119.png,2
nnmiddlefingerpointcloud_082.png,2
rmiddlefingerpointcloud_294.png,2
rmiddlefingerpointcloud_320.png,2
nrmiddlefinger_048.png,2
rmiddlefingerpointcloud_332.png,2
rmiddlefingerpointcloud_233.png,2
nnmiddlefingerpointcloud_039.png,2
nnmiddlefingerpointcloud_074.png,2
rmiddlefingerpointcloud_138.png,2
rmiddlefingerpointcloud_231.png,2
rmiddlefingerpointcloud_160.png,2
nnmiddlefingerpointcloud_127.png,2
rmiddlefingerpointcloud_116.png,2
rmiddlefingerpointcloud_328.png,2
rmiddlefingerpointcloud_236.png,2
nrmiddlefinger_042.png,2
nnmiddlefingerpointcloud_151.png,2
nnmiddlefingerpointcloud_022.png,2
rmiddlefingerpointcloud_156.png,2
nrmiddlefinger_023.png,2
rmiddlefingerpointcloud_099.png,2
nnmiddlefingerpointcloud_058.png,2
rmiddlefingerpointcloud_180.png,2
nrmiddlefinger_043.png,2
nrmiddlefinger_093.png,2
rmiddlefingerpointcloud_040.png,2
nnmiddlefingerpointcloud_028.png,2
rmiddlefingerpointcloud_127.png,2
rmiddlefingerpointcloud_194.png,2
rmiddlefingerpointcloud_070.png,2
nnmiddlefingerpointcloud_101.png,2
rmiddlefingerpointcloud_101.png,2
nnmiddlefingerpointcloud_138.png,2
rmiddlefingerpointcloud_027.png,2
rmiddlefingerpointcloud_135.png,2
rmiddlefingerpointcloud_045.png,2
nrmiddlefinger_033.png,2
nrrock_149.png,4
nrrock_097.png,4
nrrock_393.png,4
rrockpointcloud_190.png,4
nrrock_182.png,4
nrrock_260.png,4
nrrock_351.png,4
nrrock_044.png,4
nrrock_487.png,4
nrrock_268.png,4
nrrock_489.png,4
nrrock_461.png,4
nrrock_195.png,4
nrrock_196.png,4
nrrock_146.png,4
nrrock_136.png,4
nrrock_464.png,4
nrrock_472.png,4
nrrock_484.png,4
nrrock_157.png,4
rrockpointcloud_185.png,4
nrrock_171.png,4
nrrock_178.png,4
rrockpointcloud_152.png,4
nrrock_262.png,4
nrrock_457.png,4
rrockpointcloud_075.png,4
rrockpointcloud_040.png,4
nrrock_187.png,4
nrrock_008.png,4
rrockpointcloud_085.png,4
nrrock_245.png,4
rrockpointcloud_039.png,4
nrrock_209.png,4
nrrock_324.png,4
nrrock_477.png,4
nrrock_034.png,4
nrrock_382.png,4
nrrock_191.png,4
nrrock_143.png,4
nrrock_249.png,4
nrrock_417.png,4
nrrock_400.png,4
rrockpointcloud_087.png,4
nrrock_010.png,4
nrrock_488.png,4
nrrock_017.png,4
nrrock_256.png,4
nrrock_048.png,4
nrrock_197.png,4
nrrock_390.png,4
nrrock_479.png,4
nrrock_153.png,4
rrockpointcloud_041.png,4
rrockpointcloud_183.png,4
nrrock_242.png,4
nrrock_486.png,4
nrrock_385.png,4
nrrock_483.png,4
rrockpointcloud_257.png,4
nrrock_031.png,4
nrrock_152.png,4
nrrock_061.png,4
nrrock_181.png,4
rrockpointcloud_053.png,4
rrockpointcloud_030.png,4
rrockpointcloud_136.png,4
nrrock_144.png,4
nrrock_420.png,4
rrockpointcloud_114.png,4
nrrock_391.png,4
nrrock_340.png,4
nrrock_244.png,4
nrrock_476.png,4
nrrock_252.png,4
nrrock_093.png,4
rrockpointcloud_137.png,4
nrrock_346.png,4
nrrock_392.png,4
nrrock_416.png,4
nrrock_154.png,4
rrockpointcloud_050.png,4
rrockpointcloud_020.png,4
nrrock_226.png,4
rrockpointcloud_088.png,4
rrockpointcloud_077.png,4
rrockpointcloud_026.png,4
nrrock_032.png,4
rrockpointcloud_256.png,4
rrockpointcloud_078.png,4
rrockpointcloud_028.png,4
nrrock_302.png,4
nrrock_396.png,4
rrockpointcloud_156.png,4
nrrock_372.png,4
nrrock_467.png,4
nrrock_215.png,4
nrrock_402.png,4
rrockpointcloud_076.png,4
rrockpointcloud_045.png,4
nrrock_273.png,4
nrrock_349.png,4
nrrock_283.png,4
nrrock_238.png,4
nrrock_101.png,4
nrrock_277.png,4
nrrock_381.png,4
rrockpointcloud_034.png,4
nrrock_063.png,4
nrrock_105.png,4
rrockpointcloud_243.png,4
nrrock_466.png,4
rrockpointcloud_019.png,4
nrrock_024.png,4
nrrock_130.png,4
nrrock_258.png,4
nrrock_096.png,4
nrrock_106.png,4
rrockpointcloud_063.png,4
nrrock_038.png,4
nrrock_179.png,4
nrrock_456.png,4
nrrock_462.png,4
nrrock_069.png,4
nrrock_194.png,4
rrockpointcloud_151.png,4
nrrock_216.png,4
nrrock_412.png,4
nrrock_481.png,4
rrockpointcloud_037.png,4
rrockpointcloud_072.png,4
nrrock_401.png,4
nrrock_246.png,4
rrockpointcloud_148.png,4
nrrock_186.png,4
nrrock_255.png,4
nrrock_388.png,4
rrockpointcloud_098.png,4
nrrock_444.png,4
nrrock_211.png,4
nrrock_341.png,4
nrrock_111.png,4
nrrock_251.png,4
nrrock_279.png,4
nrrock_272.png,4
nrrock_059.png,4
nrrock_336.png,4
nrrock_308.png,4
nrrock_465.png,4
nrrock_404.png,4
rrockpointcloud_049.png,4
rrockpointcloud_147.png,4
rrockpointcloud_055.png,4
rrockpointcloud_145.png,4
rrockpointcloud_187.png,4
rrockpointcloud_051.png,4
nrrock_469.png,4
nrrock_100.png,4
nrrock_460.png,4
nrrock_089.png,4
rrockpointcloud_014.png,4
nrrock_026.png,4
nrrock_102.png,4
rrockpointcloud_015.png,4
nrrock_389.png,4
nrrock_201.png,4
nrrock_352.png,4
nrrock_091.png,4
nrrock_427.png,4
nrrock_259.png,4
rrockpointcloud_101.png,4
